,datetime,open,high,low,close,volume,adj_close
2021-01-01 00:00:00,1609459200000,0.04034,0.0428,0.03995,0.04184,1608260.3,0.04184
2021-01-01 04:00:00,1609473600000,0.04167,0.04375,0.04141,0.04178,1781233.3,0.04178
2021-01-01 08:00:00,1609488000000,0.04171,0.04315,0.0414,0.04315,872169.0,0.04315
2021-01-01 12:00:00,1609502400000,0.04319,0.04509,0.04238,0.0434,4391842.4,0.0434
2021-01-01 16:00:00,1609516800000,0.0434,0.04355,0.0415,0.04175,906950.5,0.04175
2021-01-01 20:00:00,1609531200000,0.04171,0.0421,0.0412,0.04181,676617.5,0.04181
2021-01-02 00:00:00,1609545600000,0.0422,0.0422,0.0404,0.04166,594519.7,0.04166
2021-01-02 04:00:00,1609560000000,0.0416,0.04251,0.04088,0.041,759239.0,0.041
2021-01-02 08:00:00,1609574400000,0.04135,0.04196,0.04079,0.04196,604225.2,0.04196
2021-01-02 12:00:00,1609588800000,0.04169,0.04196,0.04057,0.04112,943237.9,0.04112
2021-01-02 16:00:00,1609603200000,0.04118,0.04235,0.04114,0.04181,1042728.6,0.04181
2021-01-02 20:00:00,1609617600000,0.04181,0.044,0.04113,0.04225,2257722.1,0.04225
2021-01-03 00:00:00,1609632000000,0.04225,0.04349,0.04144,0.0417,974863.4,0.0417
2021-01-03 04:00:00,1609646400000,0.0417,0.04218,0.04071,0.04119,1197790.4,0.04119
2021-01-03 08:00:00,1609660800000,0.04119,0.04133,0.04021,0.04125,1072786.1,0.04125
2021-01-03 12:00:00,1609675200000,0.04106,0.04371,0.04069,0.04238,2154414.3,0.04238
2021-01-03 16:00:00,1609689600000,0.04237,0.04619,0.04144,0.04462,6473173.7,0.04462
2021-01-03 20:00:00,1609704000000,0.04462,0.04614,0.04439,0.04578,1755950.4,0.04578
2021-01-04 00:00:00,1609718400000,0.0458,0.047,0.0455,0.04618,1494528.3,0.04618
2021-01-04 04:00:00,1609732800000,0.04635,0.04886,0.04451,0.0456,6161736.4,0.0456
2021-01-04 08:00:00,1609747200000,0.04542,0.04639,0.041,0.0428,3978532.9,0.0428
2021-01-04 12:00:00,1609761600000,0.04301,0.0455,0.04277,0.04394,2524552.2,0.04394
2021-01-04 16:00:00,1609776000000,0.04393,0.046,0.04336,0.04437,2542451.1,0.04437
2021-01-04 20:00:00,1609790400000,0.04437,0.04576,0.04326,0.04513,1683129.9,0.04513
2021-01-05 00:00:00,1609804800000,0.0452,0.04545,0.04418,0.04418,413346.3,0.04418
2021-01-05 04:00:00,1609819200000,0.04442,0.04456,0.04237,0.04268,1828529.1,0.04268
2021-01-05 08:00:00,1609833600000,0.04284,0.04646,0.04284,0.04639,1809446.5,0.04639
2021-01-05 12:00:00,1609848000000,0.04639,0.04691,0.04494,0.04554,1980963.3,0.04554
2021-01-05 16:00:00,1609862400000,0.04553,0.04711,0.04371,0.04426,3800809.7,0.04426
2021-01-05 20:00:00,1609876800000,0.04439,0.04513,0.04368,0.0445,1160846.7,0.0445
2021-01-06 00:00:00,1609891200000,0.04465,0.0447,0.04304,0.04403,760430.5,0.04403
2021-01-06 04:00:00,1609905600000,0.04403,0.04462,0.04234,0.04351,1984627.4,0.04351
2021-01-06 08:00:00,1609920000000,0.04371,0.04624,0.04322,0.04422,3679361.2,0.04422
2021-01-06 12:00:00,1609934400000,0.04421,0.0465,0.04402,0.0457,3356287.5,0.0457
2021-01-06 16:00:00,1609948800000,0.04584,0.04762,0.04488,0.04488,4516837.4,0.04488
2021-01-06 20:00:00,1609963200000,0.04499,0.047,0.04443,0.0462,4038288.7,0.0462
2021-01-07 00:00:00,1609977600000,0.04624,0.04738,0.04575,0.04677,2066108.7,0.04677
2021-01-07 04:00:00,1609992000000,0.04684,0.04797,0.04247,0.04765,17763524.0,0.04765
2021-01-07 08:00:00,1610006400000,0.04784,0.048,0.04599,0.04744,5087587.1,0.04744
2021-01-07 12:00:00,1610020800000,0.04744,0.0485,0.04653,0.04838,4576230.5,0.04838
2021-01-07 16:00:00,1610035200000,0.04843,0.05131,0.04685,0.0481,9746224.6,0.0481
2021-01-07 20:00:00,1610049600000,0.04808,0.04961,0.04558,0.04752,4261647.2,0.04752
2021-01-08 00:00:00,1610064000000,0.04759,0.04809,0.0435,0.045,2625883.5,0.045
2021-01-08 04:00:00,1610078400000,0.04481,0.0464,0.043,0.04625,1870495.8,0.04625
2021-01-08 08:00:00,1610092800000,0.04611,0.05,0.04538,0.04923,4225371.8,0.04923
2021-01-08 12:00:00,1610107200000,0.04923,0.04981,0.04655,0.04692,3857257.0,0.04692
2021-01-08 16:00:00,1610121600000,0.04714,0.04839,0.0464,0.0465,2889790.8,0.0465
2021-01-08 20:00:00,1610136000000,0.04645,0.04724,0.04409,0.04716,2319213.7,0.04716
2021-01-09 00:00:00,1610150400000,0.04716,0.05083,0.04607,0.0497,2997207.1,0.0497
2021-01-09 04:00:00,1610164800000,0.0497,0.0549,0.049,0.05369,10892497.4,0.05369
2021-01-09 08:00:00,1610179200000,0.05368,0.05523,0.05201,0.05376,6670103.3,0.05376
2021-01-09 12:00:00,1610193600000,0.05366,0.05451,0.052,0.05252,3023122.5,0.05252
2021-01-09 16:00:00,1610208000000,0.05252,0.05431,0.05048,0.05371,3621339.6,0.05371
2021-01-09 20:00:00,1610222400000,0.05371,0.05429,0.05149,0.05163,1655846.7,0.05163
2021-01-10 00:00:00,1610236800000,0.05196,0.05318,0.0512,0.05233,1374184.8,0.05233
2021-01-10 04:00:00,1610251200000,0.05263,0.05404,0.05232,0.05369,1611907.2,0.05369
2021-01-10 08:00:00,1610265600000,0.05369,0.06135,0.0529,0.054,30371225.5,0.054
2021-01-10 12:00:00,1610280000000,0.05401,0.05749,0.053,0.05515,8108488.9,0.05515
2021-01-10 16:00:00,1610294400000,0.05515,0.05515,0.0504,0.05067,5914641.6,0.05067
