,datetime,open,high,low,close,volume,adj_close
2021-01-01 00:00:00,1609459200000,0.1846,0.19249,0.1811,0.18825,2126717.7,0.18825
2021-01-01 04:00:00,1609473600000,0.18869,0.19161,0.18495,0.18813,1047582.9,0.18813
2021-01-01 08:00:00,1609488000000,0.18823,0.18873,0.18314,0.1861,1422442.7,0.1861
2021-01-01 12:00:00,1609502400000,0.18582,0.20215,0.18412,0.20007,6784738.3,0.20007
2021-01-01 16:00:00,1609516800000,0.20012,0.21717,0.1993,0.2104,6375064.6,0.2104
2021-01-01 20:00:00,1609531200000,0.20924,0.22,0.2085,0.21666,2804217.9,0.21666
2021-01-02 00:00:00,1609545600000,0.21666,0.23,0.20869,0.22886,7181033.1,0.22886
2021-01-02 04:00:00,1609560000000,0.22886,0.23724,0.22571,0.2307,3869100.8,0.2307
2021-01-02 08:00:00,1609574400000,0.23071,0.23893,0.2265,0.23353,5999696.5,0.23353
2021-01-02 12:00:00,1609588800000,0.23352,0.2369,0.21966,0.23065,7477422.0,0.23065
2021-01-02 16:00:00,1609603200000,0.23081,0.24481,0.22956,0.24231,3645208.6,0.24231
2021-01-02 20:00:00,1609617600000,0.24314,0.249,0.2244,0.23456,6426148.0,0.23456
2021-01-03 00:00:00,1609632000000,0.23456,0.23782,0.22995,0.23437,1587841.5,0.23437
2021-01-03 04:00:00,1609646400000,0.23437,0.23444,0.22857,0.23083,1940766.3,0.23083
2021-01-03 08:00:00,1609660800000,0.23042,0.24507,0.22925,0.242,3174573.8,0.242
2021-01-03 12:00:00,1609675200000,0.24271,0.32246,0.24085,0.27759,25944754.6,0.27759
2021-01-03 16:00:00,1609689600000,0.27759,0.293,0.26666,0.27537,8079966.7,0.27537
2021-01-03 20:00:00,1609704000000,0.27538,0.297,0.27004,0.28686,4761705.5,0.28686
2021-01-04 00:00:00,1609718400000,0.28686,0.3,0.2542,0.27738,11026445.2,0.27738
2021-01-04 04:00:00,1609732800000,0.27738,0.31999,0.27456,0.28285,12188317.8,0.28285
2021-01-04 08:00:00,1609747200000,0.28366,0.29694,0.22999,0.26769,17087883.3,0.26769
2021-01-04 12:00:00,1609761600000,0.26818,0.28,0.26044,0.26835,5244189.9,0.26835
2021-01-04 16:00:00,1609776000000,0.26873,0.2733,0.25175,0.25625,4853601.7,0.25625
2021-01-04 20:00:00,1609790400000,0.25625,0.25797,0.24315,0.25723,5201914.6,0.25723
2021-01-05 00:00:00,1609804800000,0.25724,0.27284,0.24798,0.24798,3456902.5,0.24798
2021-01-05 04:00:00,1609819200000,0.24798,0.25406,0.24085,0.24746,1921677.1,0.24746
2021-01-05 08:00:00,1609833600000,0.24771,0.26708,0.247,0.26222,3228749.0,0.26222
2021-01-05 12:00:00,1609848000000,0.2622,0.28228,0.25001,0.26116,9381378.6,0.26116
2021-01-05 16:00:00,1609862400000,0.26088,0.2828,0.25266,0.27897,6519018.1,0.27897
2021-01-05 20:00:00,1609876800000,0.27799,0.29,0.27692,0.2865,2337608.4,0.2865
2021-01-06 00:00:00,1609891200000,0.2865,0.28999,0.26895,0.27569,1975692.0,0.27569
2021-01-06 04:00:00,1609905600000,0.275,0.29833,0.26918,0.28203,5072116.8,0.28203
2021-01-06 08:00:00,1609920000000,0.2821,0.29,0.27383,0.28904,2634896.8,0.28904
2021-01-06 12:00:00,1609934400000,0.28904,0.3,0.27353,0.29628,9271742.9,0.29628
2021-01-06 16:00:00,1609948800000,0.29628,0.3063,0.28498,0.28902,3305841.5,0.28902
2021-01-06 20:00:00,1609963200000,0.28705,0.3,0.28001,0.29645,3914819.0,0.29645
2021-01-07 00:00:00,1609977600000,0.29679,0.322,0.29554,0.31447,4840056.1,0.31447
2021-01-07 04:00:00,1609992000000,0.31449,0.325,0.29908,0.30253,6065771.3,0.30253
2021-01-07 08:00:00,1610006400000,0.30353,0.33132,0.29373,0.33127,7961415.2,0.33127
2021-01-07 12:00:00,1610020800000,0.33115,0.73735,0.3269,0.43222,90343345.1,0.43222
2021-01-07 16:00:00,1610035200000,0.43412,0.45,0.365,0.40002,20741090.6,0.40002
2021-01-07 20:00:00,1610049600000,0.40001,0.46784,0.39182,0.41644,14601186.3,0.41644
2021-01-08 00:00:00,1610064000000,0.41843,0.4426,0.3585,0.37304,13029363.4,0.37304
2021-01-08 04:00:00,1610078400000,0.37304,0.40477,0.35221,0.39712,17620445.2,0.39712
2021-01-08 08:00:00,1610092800000,0.39846,0.44,0.375,0.43316,18472249.9,0.43316
2021-01-08 12:00:00,1610107200000,0.43345,0.454,0.38212,0.39236,15929116.3,0.39236
2021-01-08 16:00:00,1610121600000,0.39394,0.40684,0.37017,0.38577,9218072.6,0.38577
2021-01-08 20:00:00,1610136000000,0.38465,0.38886,0.36,0.38349,8318515.8,0.38349
2021-01-09 00:00:00,1610150400000,0.3835,0.435,0.3712,0.42079,6937905.6,0.42079
2021-01-09 04:00:00,1610164800000,0.42239,0.44232,0.39711,0.4094,7444046.4,0.4094
2021-01-09 08:00:00,1610179200000,0.41068,0.44999,0.40709,0.43711,7597416.0,0.43711
2021-01-09 12:00:00,1610193600000,0.43907,0.462,0.425,0.43787,6542326.1,0.43787
2021-01-09 16:00:00,1610208000000,0.43935,0.45,0.41213,0.4416,5314497.7,0.4416
2021-01-09 20:00:00,1610222400000,0.44173,0.485,0.4301,0.45532,7245376.2,0.45532
2021-01-10 00:00:00,1610236800000,0.45533,0.49,0.4552,0.47411,5280012.6,0.47411
2021-01-10 04:00:00,1610251200000,0.47381,0.48444,0.45917,0.4755,3506390.8,0.4755
2021-01-10 08:00:00,1610265600000,0.47561,0.4785,0.40702,0.41701,8278298.8,0.41701
2021-01-10 12:00:00,1610280000000,0.41693,0.46,0.39805,0.43743,5797846.6,0.43743
2021-01-10 16:00:00,1610294400000,0.43767,0.44344,0.41,0.4165,3798197.2,0.4165
2021-01-10 20:00:00,1610308800000,0.41684,0.44194,0.385,0.41866,3637518.9,0.41866
2021-01-11 00:00:00,1610323200000,0.41873,0.4189,0.32689,0.36729,7817465.6,0.36729
